artist,song,peak-rank,Hit or Not,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
Angel City Featuring Lara McAllen,Love Me Right (Oh Sheila),95,non-hit,"Ooh baby love me right
Let me love you till you get it right
Why can't you let the others be
Coz with you is where I got to be
Oh sugar...where've you been
Hangin' out with your male friends
Listen...somebodys gonna hurt you
The way you love to keep hurting me

Ooh baby love me right
Let me love you till the morning comes
Ooh sugar love me right
You know I want to be the only one

Let me love you till you get it right

Ooh baby.... understand
I want you to be the only man
But it seems so it's getting too hard
I think i start to have my own fun

Ooh baby.... It's plain to see
That i'm qualified to fill your needs
You think you put'n over on me
Oh honey baby just you wait and see
You might also likeOoh baby love me right
Let me love you till the morning comes
Ooh sugar love me right
You know I want to be the only one

Let me love you till you get it right

Love me right
You gotta love me
Love me right
You gotta love me

Let me love you till you get it right

Ooh baby love me right
Let me love you till the morning comes
Ooh sugar love me right
You know I want to be the only one",0.612,0.725,5,-8.755,0,0.0356,0.162,0.138,0.186,0.941,131.978,356053,4,['dance']
AnnaSophia Robb,Keep Your Mind Wide Open,90,non-hit,"[Verse 1]
Have you ever seen the sky
So beautiful, colorful
Wide and wonderful
Have you ever felt the sunshine
So brilliantly, raining down
Over you and me

[Pre-Chorus]
Have you ever wanted more?
Wanted more

[Chorus]
You've got to keep your mind wide open
All the possibilities
You've got to live with your eyes open
Believe in what you see

[Verse 2]
Think of all the days you've wasted
Worrying, wondering, hopelessly hoping
Think of all the time ahead
Don't hesitate, contemplate
No, it's not too late

[Pre-Chorus]
Have you ever wanted more?
Wanted more
Don't you know there's so much more
You might also like[Chorus]
You've got to keep your mind wide open
All the possibilities
You've got to live with your eyes open
Believe in what you see

[Bridge]
Tomorrow's horizons
Full of surprises
Don't let them take your dreams away

[Chorus]
You've got to keep your mind wide open
All the possibilities (ah ah ah)
You've got to live with your eyes open
Believe in what you see (ah ah ah) x2

[Outro]
You've got to keep your mind wide open
Believe in what you see
You've got to live with your eyes open
Believe in what you see.............3",0.559,0.562,9,-9.735,1,0.0274,0.00655,0.0,0.0863,0.633,111.383,216907,4,['pop']
Ant Clemons Featuring Justin Timberlake,Better Days,94,non-hit,"[Pre-Chorus: Ant Clemons]
There's a light at the end of the tunnel
Keep your eyes on the road ahead
But if you're feelin' lost in the night
It's okay to cry
Just as long as you hold your head

[Chorus: Ant Clemons, Justine Skye & Lucky Daye]
'Cause we're on our way to better
Better's ahead, better's ahead
It gets worse 'fore it gets better
But better's ahead, better's ahead
Better days are comin' (Better and better and better, ooh-ooh)
Better days are comin' (Ooh-ooh, better days)
Better days, better days (Better and better and better, oh-ooh)
Better days are comin' (Better days, better days)

[Verse 1: Justin Timberlake with Justine Skye & Lucky Daye]
I know you've been kicked down
Slept on, let down, faith gone
Waited for too long for somethin' to lean on (Lean on)
You feel weak, just be strong (Ooh)
Deep breath, stay calm
If you just press on, press on, press on

[Pre-Chorus: Justin Timberlake with Lucky Daye, Justine Skye & All]
You gon' see there's a light at the end of the tunnel (At the end of the tunnel)
Keep your eyes on the road ahead (On the road ahead)
And if you're feelin' lost in the night (Lost in the night)
It's okay to cry (It's okay to cry)
Just as long as you hold your head
You might also like[Chorus: Justin Timberlake, Justine Skye & Lucky Daye]
'Cause we're on our way to better (Aah)
Better's ahead, (Better) better's ahead (Aah)
It gets worse 'fore it gets better (Ah-ah-ah)
But better's ahead, better's ahead
Better days are comin' (Better and better and better, ooh-ooh, I know, I know)
Better days are comin' (Ooh-ooh)
(Better days, better days) (Better and better and better, ooh-ooh)
Better days are comin' (Ooh-ooh)
(Better days, better days)

[Verse 2: Ant Clemons with Justine Skye & Lucky Daye]
I know you feel left out and stepped on
Keep goin', keep goin'
Shine bright, don't dim yours for no one
Keep goin' higher, and higher and higher and higher

[Outro: Ant Clemons, Justine Skye, Lucky Daye, Justin Timberlake, Ant Clemons & Justin Timberlake]
(It gets better)
Better days, better days are comin' (Better days)
Better days, better days (On their way) are comin' ('Cause I know)
Better days, better days (Better days) are comin' (Yeah)
Better days, (Oh) better days are comin' (I know)
Better days are comin'5",0.46,0.453,5,-6.714,0,0.0331,0.579,0.0,0.119,0.498,143.35,198600,3,['r&b]
Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,Bed Intruder Song,89,non-hit,"[Chorus]
He's climbin' in your windows
He's snatchin' your people up
Tryna rape 'em so y'all need to
Hide your kids, hide your wife
Hide your kids, hide your wife
Hide your kids, hide your wife
And hide your husband
'Cause they're raping everybody out here
You don't have to come and confess
We're lookin' for you
We gon' find you, we gon' find you
So you can run and tell that, run and tell that
Run and tell that, homeboy
Home, home, homeboy

[Verse 1]
We got your T-shirt
You done left fingerprints and all
You are so dumb
You are really dumb, for real
You are really, really, really, really so dumb
I was attacked by some idiot in the projects
So dumb, so dumb, so dumb, so

[Chorus]
He's climbin' in your windows
He's snatchin' your people up
Tryna rape 'em so y'all need to
Hide your kids, hide your wife
Hide your kids, hide your wife
Hide your kids, hide your wife
And hide your husband
'Cause they're raping everybody out here
You don't have to come and confess
We're lookin' for you
We gon' find you, we gon' find you
So you can run and tell that, run and tell that
Run and tell that, homeboy
Home, home, homeboy
You might also like[Verse 2]
About 5'9"", 5'10""
Coffee complexion, low cut like a Caesar
With some little waves in his head
Clean cut, very smooth face
Seein' my sister when I walked in
He had his hands around her neck
First thing was to pull him off of her
And that's what I did (Ayy)

[Chorus]
He's climbin' in your windows
He's snatchin' your people up
Tryna rape 'em so y'all need to
Hide your kids, hide your wife
Hide your kids, hide your wife
Hide your kids, hide your wife
And hide your husband
'Cause they're raping everybody out here
You don't have to come and confess
We're lookin' for you
We gon' find you, we gon' find you
So you can run and tell that, run and tell that
Run and tell that, homeboy
Home, home, homeboy
[Verse 3]
Well, obviously, we have a rapist in Lincoln Park
Are you serious, my boy?
I got your T-shirt, I got your scent
I know what shoe size you wear, my boy
So you can run and hide
But we're gonna find you, find you

[Chorus]
He's climbin' in your windows
He's snatchin' your people up
Tryna rape 'em so y'all need to
Hide your kids, hide your wife
Hide your kids, hide your wife
Hide your kids, hide your wife
And hide your husband
'Cause they're raping everybody out here
You don't have to come and confess
We're lookin' for you
We gon' find you, we gon' find you
So you can run and tell that, run and tell that
Run and tell that, homeboy
Home, home, homeboy

[Chorus]
He's climbin' in your windows
He's snatchin' your people up
Tryna rape 'em so y'all need to
Hide your kids, hide your wife
Hide your kids, hide your wife
Hide your kids, hide your wife
And hide your husband
'Cause they're raping everybody out here
You don't have to come and confess
We're lookin' for you
We gon' find you, we gon' find you
So you can run and tell that, run and tell that
Run and tell that, homeboy
Home, home, homeboy
[Outro]
Our family, we don't run around cryin' and acting sad
We just dust our shoulders off and keep on movin'6",0.692,0.783,7,-4.271,0,0.224,0.687,0.0,0.244,0.879,75.998,185526,4,['pop']
Arianna Featuring Pitbull,Sexy People (The Fiat Song),97,non-hit,"[Intro: Ariana & Pitbull]
When I hear the ocean calling
And I feel my spirit falling
I remember old Sorrento
Where I fell in love with you
Love a romance in the garden

Yes, it's the immigrants
Taking over
Mister World Wide
Fly yo Arianna, salute
Let's have some fun!

[Chorus: Pitbull & Ariana]
When I hear the ocean calling
Sexy people (Back to Sorrento si, back to Sorrento)
Sexy people (Back to Sorrento si)
Sexy people (Back to Sorrento si, back to Sorrento)
Sexy people (Back to Sorrento si, back to Sorrento)
Sexy people (Back to Sorrento si, back to Sorrento)
Sexy people (Back to Sorrento si)

{Verse 1: Pitbull]
I was born in Miami, my blood is from Cuba
Cuban America don't let me fool ya
Hazme favor, y deja la buya
Any doubts, has corulla
I've been around the globe, ripping and ride it
Dippin' and divin', runnin' and gunnin'
Sleepin' and slidin', go ahead try me
You can't, it works too hard to deny it
You might also like{Chorus: Pitbull & Ariana]
Take me to Sorrento, keep me undone
Sexy people all around the world
The night is young, let's have some fun
Sexy people all around the world
The night is young, let's have some fun
Sexy people all around the world
The night is young, let's have some fun
Sexy people all around the world (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun (Back to Sorrento si, back to Sorrento)
Sexy people all around the world (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun. (Back to Sorrento si, back to Sorrento)
Let's have some fun
Let's have some fun
Let's have some fun

{Verse 2: Pitbull]
I live for the freedom, ride for the freedom
Die for the freedom, family of Cuba, all for the freedom
That's why all the opportunities, me lo como, I eat 'em
Global dominance, known through all
Seven continents I flirt with the earth
She loves when I whisper in her ear and pull up a skirt
What a dirty girl

{Chorus: Pitbull & Ariana]
Take me to Sorrento, keep me undone
Sexy people all around the world
The night is young, let's have some fun
Sexy people all around the world
The night is young, let's have some fun
Sexy people all around the world
The night is young, let's have some fun
When I hear the ocean calling
Sexy people all around the world (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun. (Back to Sorrento si, back to Sorrento)
Sexy people all around the world (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun. (Back to Sorrento si, back to Sorrento)
When I hear the ocean calling
Sexy people all around the world (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun.  (Back to Sorrento si, back to Sorrento)
Sexy people all around the world  (Back to Sorrento si, back to Sorrento)
The night is young, let's have some fun. (Back to Sorrento si, back to Sorrento)
Let's have some fun
Let's have some fun
(Take me to Sorrento)1",0.708,0.79,9,-4.49,0,0.0544,0.015,3.22e-05,0.272,0.657,131.075,208666,4,['pop']
"Artists Of Then, Now & Forever",Forever Country,21,hit,"[Verse 1: Brad Paisley, Keith Urban, Tim McGraw & Faith Hill]
Almost heaven, West Virginia
Blue ridge mountain, Shenandoah river
Life is old there, older than the trees
Younger than the mountains, blowing like a breeze

[Chorus: Little Big Town, Luke Bryan, Miranda Lambert
Blake Shelton & George Strait]
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

[Verse 2: Kacey Musgraves, Eric Church, Ronnie Milsap, Charley Pride, Dierks Bentley & Trisha Yearwood]
If I should stay
All my memories, they gather 'round her
I would only be in your way
A miner's lady, stranger to blue water
So I'll go, yet I know
Dark and dusty, painted on the sky
I'll think of you every step of the way
Misty taste of moonshine, teardrops in my eye

[Chorus: Lady Antebellum, Blake Shelton, George Strait, Darius Rucker & Martina McBride]
Country roads, take me home
To the place I belong
(I will always love you)
West Virginia, mountain mama
Take me home, country roads
You might also like[Bridge: Jason Aldean, Rascal Flatts & Willie Nelson]
On the road again
Like a band of gypsies, we go down the highway
We're the best of friends
Insisting that the world keep turning our way
And our way

[Chorus: Brooks and Dunn, Alabama, Darius Rucker, Little Big Town, Brett Eldredge & Keith Urban]
Country roads (Country roads), take me home (Take me home)
To the place I belong
(I will always love you)
West Virginia, mountain mama
(Will always love you)
Oh, take me home, country roads

[Verse 3: Reba McEntire, Alan Jackson & Vince Gill]
Oh, I hope life treats you kind
And I hope you have all you've dreamed of
I wish you joy and happiness
But above all this, I wish you love

[Chorus: Carrie Underwood, Brad Paisley, Martina McBride, Little Big Town, Dierks Bentley, Kacey Musgraves, Trisha Yearwood, Tim McGraw, Alan Jackson, Luke Bryan, Keith Urban, Faith Hill, Eric Church, Brett Eldredge, Ronnie Milsap, Reba McEntire, Miranda Lambert & Dolly Parton]
And I will always love you
I will always love you
Take me home, country roads
Take me home, country roads
And I will always love you
On the road again
I will always love you
I just can't wait to get on the road again
Country roads
The life I love is makin' music with my friends
I will always love you
I can't wait to get on the road again
Take me home, country roads
I will always love you
I'll always love you3",0.201,0.684,7,-5.931,1,0.0389,0.401,1.46e-05,0.0954,0.131,90.056,242480,4,['country']
Ashley Parker Angel,Let U Go,12,hit,"[Verse 1]
Broken promises
But you don't really mind
It's not the first time
And you know it, don't you know?
Tell me why it is you only smile inside
But when you break me into nothing
Don't you know?

[Pre-Chorus]
It's not like I haven't tried
Over and over again
Stupid fights
Wrong or right
Goodbye

[Chorus]
I remember when you came with me that night
We said forever, that you would never let me go
But here I am again with nothing left inside
No, I don't wanna but I gotta let you go

[Verse 2]
You're the one mistake
I really didn't mind
So beautiful, unmerciful
It took me down
Too little and too late
So now I know your kind
You fake it easy, just to please me
Don't you know?
You might also like[Pre-Chorus]
It's not like we haven't tried
Over and over again
Sleepless nights wrong or right
Goodbye

[Chorus]
I remember when you came with me that night
We said forever, that you would never let me go
But here I am again with nothing left inside
No, I don't wanna but I gotta let you go

[Bridge]
I gotta let you go...
It's you
There's nothing I can do
I remember when you came with me that night
You said forever
You said forever
You said forever

[Pre-Chorus]
Here I am again
With nothing left inside
No I don't wanna but I gotta
Let you go
[Chorus]
I remember when you came with me that night
We said forever, that you would never let me go
But here I am again with nothing left inside
No, I don't wanna but I gotta let you go",0.314,0.95,0,-3.512,1,0.0873,2.09e-05,0.0,0.0986,0.233,172.19,218746,4,['pop']
Ashley Parker Angel,Soundtrack To Your Life,58,non-hit,"[Verse 1]
If you can hear me
And know that I'm right here
I heard your heartbeat
It took away the fear
'Cause my life is sliding
I tried to ride the wave
It came down crashing, it's time to start again

[Pre-Chorus]
Backwards to go forward
Left at every corner
Been there and back again
And when the music ends

[Chorus]
Your life is a flashback
A question, a photograph
A statement, a story, a struggle
A chance to laugh
'Cause if you don't laugh you cry
A last crescendo when you die
So hit the rewind and listen
It's the playback
The soundtrack to your life
You might also like[Verse 2]
First step, your last breath
Everything's been planned
There's questions and answers
You'll never understand
I hold on but let go
Give you room to breathe
Remember the best things
Were never mine to keep

[Pre-Chorus]
Starting at the ending
You won't break while you're bending
Been there and back again
And when the music ends

[Chorus]
Your life is a flashback
A question, a photograph
A statement, a story, a struggle
A chance to laugh
'Cause if you don't laugh you cry
A last crescendo when you die
So hit the rewind and listen
It's the playback
The soundtrack to your life
[Bridge]
Soundtrack to your life
That it goes by like a bullet
And my name
It may be different than yours
But we are the same
Beat up broken back for more
I'll be dragging my own ass off the floor
I've thrown myself right in it
What's the point if you don't live it

[Pre-Chorus]
If you can hear me
And know that I'm right here
I heard your heartbeat
It took away the fear

[Chorus]
Your life is a flashback
A question, a photograph
A statement, a story, a struggle
A chance to laugh
'Cause if you don't laugh you cry
A last crescendo when you die
So hit the rewind and listen
It's the playback
The soundtrack to your life",0.577,0.798,11,-4.484,1,0.0407,0.0846,0.0,0.189,0.619,91.071,193267,4,['pop']
B Rich,Whoa Now,98,non-hit,"[The Jeffersons - TV theme]
We're movin' on up
To the east side (We're movin' on up)
To a deluxe apartment in the sky
We're movin' on up (We're movin' on up)
To the east side (We're movin' on up)
We finally got a piece of the pie

[Verse 1]
Watch these grown men get it, know fo' sho'
Yo, get your back up off the wall and get your feet on the floor
You see the boy at the bar wit the glass so tall
When I'm done baby dogg I'ma show you Baltimore
Right now we gon' party, Bacardi give me some more
It's off the rack the club packed, I'm two-cut like two doors
Of course I do my two-step, I give 'em too much
I mustered up bad, I drop ashes in my cup
I had enough they throwin' bows, see they swingin and shit
I got my arm around this smut dame, puttin' in work
Before we merk I got to book somethin'
So baby stop frontin'
I got the drink and the smoke
Ain't got to buy nothin'
Not bluffin, it's goin' down understand me
I like my birds nasty, I burst in them cashmeres
Everything, and you know what I came for
Right now it's goin' down, let me on the dance floor
You might also like[Hook - repeat 2X]
Whoa now, that's what the old heads say
I party like it's my birthday, drinkin and still thirsty
Whoa now, shorty give me what you got
The spot kinda live and I see you gettin hot

[Verse 2]
I came to shake a load off, so take your coat off
Mixed drinks what you think, OJ and Smirnoff
I sip it all - hey, what can I say
See I just got paid so I'm feelin' the swig and I'm tryin' get laid
I'm buyin' drinks and they love it
Divas growin' cheaper
Gucci bag Gucci bucket
Takin' shots from my cousin
He don' know how to act
Came straight out the woods
And the club wit a sack
Like what you know no good
But I know I pimp nasty
Sneakers is off the meter
You can't help wit the clap
Can't help but the boogie
Get loose but don't push me
We came so deep
And we're all wearin' hoodies
All my eighty-dime soldiers
What you doin' tonight
Now, put yo eight-dimes up
You made enough for the night
Let's take a break
Let's spend some cake
You ain't enjoyin' your life
Yo, we been workin' all week
So we gon' do it tonight
Come on
[Hook]

[Verse 3]
All my east-side boys put ya guns up
Pull out the knife cuz we gon' party till the law comes
Them boys yellin' where they from, I represent too
They throwin gang signs; see, I'm throwin' W's (Westside)
I'm screamin 80 dimes, I swear to God it's goin down
I don't remember where I parked, and I'm stuck in town
One night in Baltimore
I bet ya never leave
My boy I know I can't help it but to love these streets
C'mon (We finally got a-)
C'mon, c'mon (We finally-)
C'mon, whoa now (We finally got a piece of the-)
C'mon, c'mon, whoa now (We finally-)
Whoa now (We finally-)
C'mon, c'mon, whoa now (We-we finally got a piece of the pie)
That's what the old heads say
I party like it's my birthday
Drinkin' and still thirsty

[Hook]",0.81,0.784,10,-4.558,0,0.0672,0.181,0.0,0.0882,0.792,91.024,241533,4,['hip-hop']
Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,21,hit,"[Intro]
D-Wizzle on the track,  D-Wizzle on the track
Baby Boy Da Prince [?]

[Hook]
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live

[Verse 1]
Six months later now we’re big dog status
Name elevated but I still act average
Rockin’ shows in Dallas, ball like I play for the Mavericks
West Bank rapper and I’m one of the baddest
French Riviera spot and I’m getting in shape man
I think I’m Super M-a-n without a cape man
Ridin’ all day hustlin’, all for the cake man
I’m a Benjamin stack one inch taller than Great Danes
First they made cheap Ray-Ban like a felon
I’m growin’ up now spittin’ hotter than Mohellans
I’m a steal every girl ever gon’ to fly
I’m a young little dude, stay runnin’ from cops
And Marrero is the place where I got my props
People love me in da hood they don’t want me to stop
So uhh, that’s the only way I know how to rock
And I’m a stay rappers like won’t stop ‘til I drop
You might also like[Hook]
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live

[Verse 2]
I I’s Baby Boy and I done it again
I’m ridin fly with D-Wizzle in ‘cedes Benz
Twenty two wanna ride with the ladies then
Red Bull, Grey Goose, now the ladies bent
Now we go and do a thing under a shady tent
And they don’t question what I say cause I’m a ladies pimp
See this little one right here this fellow got stripes
And I is represent, my rail room for life
Money in my pocket but I still act trife
While I in da club they say the parlor a’int right
Look I’m-doing great that’s the way I feel
Hustlin’ hard all day that’s the way I live

[Hook]
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
[?]

[Verse 3]
This the two-seat rider with the ketchup inside
Red pepper paint must believe my ish ride
They pause like stop signs when they rollin’ up
Cause’ when the doors open up, they open UP
I’m Lamboin’ it I was stashed, off stage I’m throwin’ it
Cause they say I’m like Katrina with money, I blow the shhhh
Real been gravy, three years out of da eighties
Solos, shabo’s valley animals played it
Commodores mirages, not the Nike hirages
It cost 250 on up to put your foot inside this
Y’all was wearing rocks that was my time to shine
Don’t give me viesels y’all thinkin’ this McDonalds size
I been fly I I I I I I I I from the crib to the ri I I I I I de
Fifty-Four inch screens 26 inches from the ceiling dude
The plasma look like a projector up in da livin’ room homie!

[Hook]
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
Lil’ Boy still pushin’ big wheels
I stack my money, lay low, and chill
Don’t need to work hard that’s the way I feel, I feel, I
This is the way I live
Ho, this is the way I live
Ho, this is the way I live
Ho, this is the way I live
Ho, this is the way I live
Ho, this is the way I live, I live, I

This is the way I
She like it, like it, like it, like it, like it, like it
She like it, like it, like it, like it, like it, like it
She like it, like it, like it, like it, like it, like it
She like it, like it, like it, like it, like it, like it

Oh na na na na na na na na
Oh na na na na na na na na
Oh na na na na na na na na
Oh na na na na na na na na

Groove to the jam, groove to the jam
Groove to the jam, groove to the, groove to the jam
Groove to the jam, groove to the jam
Groove to the, groove to the, groove to the jam
Groove to the jam, groove to the jam
Groove to the, groove to the, groove to the jam
Groove to the jam, groove to the jam
[?]13",0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,4,['hip-hop']
Baby Featuring Clipse,What Happened To That Boy,45,non-hit,"[Intro: Birdman]
Ayy-ayy, ayy, ayy
Yeah
Tote 'em up, light it up, nigga (Tote 'em up, light it up, nigga, put it in the air, mo—)
(Birdman, motherfucker) Birdman, motherfucker, fucker
Clipse (Clipse), VA (VA)
NO, nigga (NO, nigga)
What you smell? (Money smell)
Coca leaf plants, boy (Coca leaf plants, bitch)
Coca leaf plants straight off the border, motherfucker
Ayy-ayy, yola, come on, little'un', handle your business for me, boy

[Chorus: Pusha T, Birdman & Malice]
(Brrrrrrrrrrr!) What happened to that boy? (Yeah)
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
He was talking shit, we put a clappin' to that boy
(Brrrrrrrrrrr!) What happened to that boy? (Whoa)
(Brrrrrrrrrrr!) What happened to that boy? (Yeah)
(Brrrrrrrrrrr!) What happened to that boy? (Malicious)
He was talking shit, we put a clappin' to that boy (Yeah)

[Verse 1: Malice]
I heard they snitching on a player; man, say it ain't so
Even as a young'un', they consigned me to blow
Which explains why I'm worth my weight in gold
While they was taking baby steps from an eighth to an O
Word in the streets that the envy is me
Enough ice on that watch to make a nigga lose sleep
Magnified face help the bitch see clearly
Nine on the waist, hit the bitch up severely
I'm known for the flip of that cocaína
I'm heavy in the street like the 7-Serie' Beemer, man
Hit 'em with the Nina, man
Or that four-fit', guaranteed to lean your man, whoa!
I'm the reason that your block is vacant
Malicious will hit you just to make a statement, bitch
Clipse and Cash Money—who ain't rich?
Don't compare me to you, nigga; you ain't this, whoa!
You might also like[Chorus: Pusha T & Birdman]
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
He was talking shit, we put a clappin' to that boy
(Brrrrrrrrrrr!) What happened to that boy? (Ayy)
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy? (Ayy-ayy, ayy-ayy, ayy-ayy)
He was talking shit, we put a clappin' to that boy (Ayy, ayy)

[Verse 2: Birdman]
Stunna and Patty Cake, the worldwide pusher (Let's get this money, nigga! Let's get this money!)
Birdman, nigga, leave the guns in the bushes
Been shitting up bricks, unload 'em to Gussy (Cuff 'em up, light 'em up, bitch)
Boss of the ghetto with the round-shape cookie
Shit one, throw one, nigga, flood the block
If I don't go to jail, nigga, birds gon' flock (Brrr! Brrr!)
Nigga sitting on the toilet, bitch, get off the pot!
The bird just landed so the hood gonna rock
New whips, big chips, the Prada-Gucci shit
Bought mami a fly Benz, the wide, skinny lips
She takes my flight, she holds my weight
While the Port was staked out from state to state
It ain't nothing to a baller, baby
Pay the cost, big money, heavyweight, Birdman, hood boss, baby
Stepping on my line, I'll show a little something
Make Corleone come out and the black crow'll touch you
[Chorus: Pusha T & Birdman]
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
He was talking shit, we put a clappin' to that boy
(Brrrrrrrrrrr!) What happened to that boy? (Ayy)
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
He was talking shit, we put a clappin' to that boy
[Verse 3: Pusha T]
Uugh! Another soul lost
Had to make his shirt match my oxblood-colored Porsche
Uugh! The rims match, of course
Blood hit his Timbs, it reminded me of them
Glistening, wrist on chiller
Gun in the same palm, a gorgeous killer
I put this on my Lord:
My niece was four when she felt chinchilla
I passed the chauffeur that shit
That made fiends rise from the dead like ""Thriller""
Gangster, hustler
At night, still found time to kiss my mother
Live like I'm dreaming, kick my feet up
Gun poked my waist, remind me of my demon, so
Quit your yappin' before I get to clappin'
And have your body parts mix-and-matchin', fella
[Chorus: Pusha T & Birdman]
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy? (Ayy)
He was talking shit, we put a clappin' to that boy (Ayy, ayy)
(Brrrrrrrrrrr!) What happened to that boy? (Ayy)
(Brrrrrrrrrrr!) What happened to that boy?
(Brrrrrrrrrrr!) What happened to that boy?
He was talking shit, we put a clappin' to that boy (Ayy, ayy)

[Outro: Birdman]
Ayy-ayy, ayy-ayy
There it is, nigga—there you have it (You know)
Birdman, Clipse, you under-smell?
VA (VA), you know?
Uptown nigga (Uptown, ride out)
We go anywhere with this bullshit (Anywhere with this bullshit)
We flip bricks, you under-smell? (Gangster, motherfucker)
Ayy, nigga, put this puzzle together
Ayy, Pharrell, you did it this year, nigga (You did it, nigga)
Thousand pieces (Uh-huh), puzzles (Star Trak), hundred, you know
Let's get this money (Yeah, let's get the money, baby)
Hey nigga, I smell something! Coca leaf plants, bitch (Coca leaf plants, you under-smell? Let's get the money, biatch!)
Get money, motherfucker (Biatch!)
However you want it, you can get it, pimp
From gangster to blood, nigga, take it how you want it, nigga
We get it how we live
Ain't nothin' but the thug thing, nigga
Money thing, motherfucker18",0.764,0.873,2,-6.21,1,0.291,0.0608,0.000363,0.0757,0.719,93.073,258066,4,['hip-hop']
